country;year;quarter;vessel_length;fishing_tech;gear_type;target_assemblage;mesh_size_range;metier;supra_region;sub_region;eez_indicator;geo_indicator;specon_tech;deep;totseadays;totkwdaysatsea;totgtdaysatsea;totfishdays;totkwfishdays;totgtfishdays;hrsea;kwhrsea;gthrsea;totves;confidential
PSP;2014;1;VL2440;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;3;3;176.4;18.24;176.4;18.24;24;1411.2;145.92;1;Y
PSP;2014;7;VL0006;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;8;8;376.32;48.64;376.32;48.64;65;3057.6;395.2;1;Y
PSP;2014;8;VL0612;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;53;53;2484.3;243.1;2484.3;243.1;337;17163.72;1592.26;6;N
PSP;2014;1;VL1218;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;2;2;99.225;7.85;99.225;7.85;16;812.175;63.29;2;Y
PSP;2014;1;VL1824;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;4;4;188.16;24.32;188.16;24.32;28;1317.12;170.24;1;Y
PSP;2014;1;VL2440;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;72;72;4466.595;431.21;4466.595;431.21;579;34952.19;3488.24;10;N
PSP;2014;1;VL0006;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;7;7;323.4;48.8;323.4;48.8;60;2763.6;418.88;2;Y
PSP;2014;1;VL0612;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;66;66;3960.18;317.23;3960.18;317.23;475;28445.235;2314.47;5;N
PSP;2014;1;VL1218;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;58.8;6.08;58.8;6.08;8;470.4;48.64;1;Y
PSP;2014;1;VL1824;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;2;2;94.08;12.16;94.08;12.16;13;611.52;79.04;1;Y
PSP;2014;1;VL2440;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;64.68;4.9;64.68;4.9;6;388.08;29.4;1;Y
PSP;2014;1;VL0006;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;9;9;404.243;61.45;404.243;61.45;87;3910.134;592.89;3;Y
PSP;2014;1;VL0612;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;6;6;549.045;41.91;549.045;41.91;41;3804.36;296.5;3;Y
PSP;2014;1;VL1218;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;68.722;5.68;68.722;5.68;7;481.058;39.76;1;Y
PSP;2014;1;VL1824;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;4;4;274.89;30.27;274.89;30.27;35;2463.72;260.01;3;Y
PSP;2014;1;VL2440;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;58.8;7.69;58.8;7.69;16;940.8;123.04;1;Y
PSP;2014;1;VL0006;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;8;8;655.62;53.8;655.62;53.8;59;4768.68;377.68;3;Y
PSP;2014;1;VL0612;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;4;4;231.525;32.11;231.525;32.11;30;1719.9;241.46;2;Y
PSP;2014;1;VL1218;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;33;33;1940.4;253.77;1940.4;253.77;330;19404;2537.7;1;Y
PSP;2014;1;VL1824;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;45;45;3904.32;275.55;3904.32;275.55;361;31234.56;2178.73;3;Y
PSP;2014;1;VL2440;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;5;5;234.465;27.63;234.465;27.63;34;1569.225;215.16;4;N
PSP;2014;1;VL0006;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;25;25;1819.125;142.5;1819.125;142.5;208;15135.12;1185.6;1;Y
PSP;2014;1;VL0612;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;3;3;167.58;18.68;167.58;18.68;18;886.41;133.2;2;Y
PSP;2014;1;VL1218;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;32;32;944.475;96.65;944.475;96.65;261;7757.925;790.42;3;Y
PSP;2014;1;VL1824;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;9;9;753.375;63.38;753.375;63.38;79;6609.12;559.4;3;Y
PSP;2014;1;VL2440;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;193;192;11859.96;1427.53;11790.135;1420.42;1525;91934.535;11389.85;12;N
PSP;2014;1;VL0006;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;3;3;176.4;12.51;176.4;12.51;25;1470;104.25;1;Y
PSP;2014;1;VL0612;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;2;2;58.8;8.32;58.8;8.32;9;264.6;37.44;1;Y
PSP;2014;1;VL1218;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;90;90;5265.54;605.12;5265.54;605.12;738;43453.2;5000.03;11;N
PSP;2014;1;VL1824;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;47.04;6.08;47.04;6.08;13;611.52;79.04;1;Y
PSP;2014;1;VL2440;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;420;415;24432.87;2914.57;24249.12;2879.82;2668;157247.37;18657.51;30;N
PSP;2014;1;VL0006;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;3;3;117.593;19.89;117.593;19.89;29;1087.778;184.87;2;Y
PSP;2014;1;VL0612;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;13;13;813.645;70.4;813.645;70.4;87;5311.11;474.03;5;N
PSP;2014;1;VL1218;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;81;81;4836.271;488.39;4836.271;488.39;509;32662.224;3196.37;14;N
PSP;2014;1;VL1824;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;22;22;782.746;116.82;782.746;116.82;133;4847.2;680.25;5;N
PSP;2014;2;VL2440;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;102;102;8042.37;608.54;8042.37;608.54;844;64211.07;5145.3;6;N
PSP;2014;3;VL0006;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;502;498;28937.7;3389.02;28687.8;3351.46;4088;234229.197;28095.93;39;N
PSP;2014;1;VL0612;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;4;4;235.2;30.76;235.2;30.76;26;1528.8;199.94;1;Y
PSP;2014;4;VL1218;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;25;25;1896.3;196.34;1896.3;196.34;166;12727.26;1296.09;2;Y
PSP;2014;1;VL1824;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;7;7;404.25;37.75;404.25;37.75;55;3108.315;284.79;3;Y
PSP;2014;5;VL2440;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;38.22;4.47;38.22;4.47;15;573.3;67.05;1;Y
PSP;2014;1;VL0006;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;47.04;6.08;47.04;6.08;9;423.36;54.72;1;Y
PSP;2014;6;VL0612;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;39;39;1409.73;243.92;1409.73;243.92;529;19628.175;2871.74;3;Y
PSP;2014;1;VL1218;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;36;33;2076.375;239.52;1966.125;218.67;314;16712.43;2135.21;11;N
PSP;2014;7;VL1824;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;114.66;5.68;114.66;5.68;8;917.28;45.44;1;Y
PSP;2014;8;VL2440;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;4;4;176.371;29.48;176.371;29.48;11;485.019;81.07;1;Y
PSP;2014;1;VL0006;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;68;68;5806.5;383.87;5806.5;383.87;492;40183.92;2830.03;4;N
PSP;2014;1;VL0612;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;27;26;1380.212;210.61;1306.712;205.43;299;15067.471;2401.27;13;N
PSP;2014;1;VL1218;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;14;14;308.7;36.4;308.7;36.4;119;2623.95;309.4;1;Y
PSP;2014;2;VL1824;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;58.8;4.17;58.8;4.17;7;411.6;29.19;1;Y
PSP;2014;3;VL2440;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;9;9;396.047;44.68;396.047;44.68;37;1871.898;194.19;2;Y
PSP;2014;1;VL0006;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;3;3;170.52;20.46;170.52;20.46;26;1381.8;168.01;2;Y
PSP;2014;4;VL0612;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;6;6;558.6;29.93;558.6;29.93;30;2787.12;151.86;2;Y
PSP;2014;1;VL1218;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;64.313;6.16;64.313;6.16;10;643.125;61.6;1;Y
PSP;2014;5;VL1824;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;47.04;6.08;47.04;6.08;7;329.28;42.56;1;Y
PSP;2014;1;VL2440;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;10;10;349.125;110.2;349.125;110.2;124;4314.45;1350.8;2;Y
PSP;2014;6;VL0006;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;10;10;983.43;84.16;983.43;84.16;77;7576.38;648.07;2;Y
PSP;2014;1;VL0612;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;39;39;2272.987;288.55;2272.987;288.55;313;18676.35;2236.22;4;N
PSP;2014;7;VL1218;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;7;7;308.7;49.84;308.7;49.84;58;2557.8;412.96;1;Y
PSP;2014;8;VL1824;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;24;24;1731.66;153.79;1731.66;153.79;190;13603.38;1230.95;7;N
PSP;2014;1;VL2440;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;327;327;22580.376;2333.87;22580.376;2333.87;2683;183598.458;19370.21;32;N
PSP;2014;1;VL0006;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;6;6;508.62;37.35;508.62;37.35;54;4801.02;330.41;3;Y
PSP;2015;2;VL0612;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;74.97;7.13;74.97;7.13;11;824.67;78.43;1;Y
PSP;2015;3;VL1218;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;74.97;7.13;74.97;7.13;9;674.73;64.17;1;Y
PSP;2015;1;VL1824;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;68.722;5.68;68.722;5.68;8;549.78;45.44;1;Y
PSP;2015;4;VL2440;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;7;7;482.16;41.19;482.16;41.19;64;4407.06;374.96;2;Y
PSP;2015;1;VL0006;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;29.4;1.91;29.4;1.91;11;323.4;21.01;1;Y
PSP;2015;5;VL0612;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;4;4;110.25;25.33;110.25;25.33;29;801.15;182.88;2;Y
PSP;2016;1;VL1218;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;29.4;5.57;29.4;5.57;9;264.6;50.13;1;Y
PSP;2016;6;VL1824;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;3;3;174.195;15.81;NK;15.81;15;870.975;79.05;1;Y
PSP;2016;1;VL2440;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;72.03;5.71;NK;5.71;2;144.06;11.42;1;Y
PSP;2016;7;VL0006;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;151;151;5328.015;744.33;NK;744.33;808;31608.675;4826.48;6;N
PSP;2016;8;VL0612;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;36;36;1886.01;254.44;NK;254.44;270;13998.81;1918.46;3;Y
PSP;2016;1;VL1218;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;132;132;2928.24;333.91;NK;333.91;NK;NK;NK;10;N
PSP;2017;1;VL1824;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;31;31;1325.94;209.57;1325.94;209.57;207;8921.43;1412.04;2;Y
PSP;2017;2;VL2440;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;34;34;2728.32;279.26;2728.32;279.26;247;20315.4;2065.81;3;Y
PSP;2017;3;VL0006;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;29.4;6.39;29.4;6.39;7;205.8;44.73;1;Y
PSP;2017;1;VL0612;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;4;4;101.43;15.6;101.43;15.6;NK;NK;NK;2;Y
PSP;2017;4;VL1218;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;17;17;1502.34;161.24;1502.34;161.24;105;10032.75;1081.5;2;Y
PSP;2017;1;VL1824;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;53;53;1723.575;198.03;1723.575;198.03;NK;NK;NK;6;N
PSP;2017;5;VL2440;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;2;2;58.8;12.78;58.8;12.78;14;411.6;89.46;1;Y
PSP;2018;1;VL0006;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;2;2;45.57;16.38;45.57;16.38;NK;NK;NK;1;Y
PSP;2018;6;VL0612;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;499;499;17230.605;3858.26;17230.605;3858.26;4364;152174.4;34104.98;11;N
PSP;2018;1;VL1218;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;48;48;2778.3;345.96;2778.3;345.96;438;24850.35;3326.6;2;Y
PSP;2018;7;VL1824;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;21;21;881.265;209.97;881.265;209.97;204;8696.52;2069.52;3;Y
PSP;2018;8;VL2440;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;94;94;3355.275;683.53;3355.275;683.53;84;5556.6;370.44;4;N
PSP;2018;1;VL0006;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;143;143;3513.3;1053.64;3513.3;1053.64;127;3303.825;798.67;8;N
PSP;2018;1;VL0612;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;16;16;1411.2;342.56;1411.2;342.56;169;14905.8;3618.29;1;Y
PSP;2018;1;VL1218;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;88.2;21.41;88.2;21.41;10;882;214.1;1;Y
PSP;2018;2;VL1824;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;21;21;1852.2;449.61;1852.2;449.61;224;19756.8;4795.84;1;Y
PSP;2019;3;VL2440;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;41;41;1164.24;502.32;1164.24;502.32;373;10733.94;4587.87;4;N
PSP;2019;1;VL0006;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;14;14;771.75;113.96;771.75;113.96;130;7166.25;1058.2;1;Y
PSP;2019;4;VL0612;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;3;3;77.175;36.69;77.175;36.69;27;694.575;330.21;1;Y
PSP;2019;1;VL1218;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;232;232;13361.565;1477.96;13361.565;1477.96;1628;92412.285;10284.84;6;N
PSP;2019;5;VL1824;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;48;48;3360.42;334.4;3360.42;334.4;402;28263.69;2837.66;2;Y
PSP;2019;1;VL2440;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;4;4;246.225;20.64;246.225;20.64;29;1760.325;140.73;3;Y
PSP;2019;6;VL0006;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;9;9;504.945;76.75;504.945;76.75;85;4731.195;729.31;2;Y
PSP;2019;1;VL0612;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;10;10;720.3;75.9;720.3;75.9;76;5474.28;576.84;1;Y
PSP;2019;7;VL1218;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;6;6;432.18;45.54;432.18;45.54;22;1584.66;166.98;1;Y
PSP;2019;8;VL1824;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;25;25;1800.75;189.75;1800.75;189.75;180;12965.4;1366.2;1;Y
PSP;2020;1;VL2440;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;52;52;2808.509;214.97;2808.509;214.97;72;5586.368;439.49;6;N
PSP;2020;1;VL0006;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;8;8;313.11;39.94;313.11;39.94;6;396.9;38.46;2;Y
PSP;2020;1;VL0612;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;137;137;7863.471;690.2;7863.471;690.2;573;25464.523;3782.98;17;N
PSP;2020;1;VL1218;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;10;10;441;38.3;441;38.3;123;5424.3;471.09;1;Y
PSP;2020;2;VL1824;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;14;14;1029;62.02;1029;62.02;NK;NK;NK;1;Y
PSP;2020;3;VL2440;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;87;87;5033.699;524.03;5033.699;524.03;632;34290.594;3957.48;7;N
PSP;2020;1;VL0006;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;6;6;661.5;39.18;661.5;39.18;41;4520.25;267.73;1;Y
PSP;2020;4;VL0612;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;4;4;335.16;24.48;335.16;24.48;46;3854.34;281.52;1;Y
PSP;2020;1;VL1218;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;42;42;2284.38;193.62;2284.38;193.62;NK;NK;NK;2;Y
PSP;2014;5;VL1824;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;130;130;6104.175;422.51;6104.175;422.51;356;31172.82;2208.25;8;N
PSP;2014;1;VL2440;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;3;3;211.68;25.68;211.68;25.68;28;1975.68;239.68;1;Y
PSP;2014;6;VL0006;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;8;8;564.48;68.48;564.48;68.48;75;5292;642;1;Y
PSP;2014;1;VL0612;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;9;9;595.35;57.69;595.35;57.69;48;3175.2;307.68;1;Y
PSP;2014;7;VL1218;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;22.05;4.46;22.05;4.46;7;154.35;31.22;1;Y
PSP;2014;8;VL1824;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;73.5;5.09;73.5;5.09;12;882;61.08;1;Y
PSP;2014;1;VL2440;DFN;GTR;DEF;NK;GTR_DEF_>=16_0_0;MBS;GSA99;NA;NGI;NK;NA;31;31;2603.37;170.03;2603.37;170.03;349;29358.84;1916.09;2;Y
PSP;2014;1;VL0006;DFN;GTR;NK;100D400;NK;MBS;GSA99;NA;NGI;NK;NA;15;7;1543.5;46.95;720.3;21.91;261;26856.9;816.93;1;Y
PSP;2015;2;VL0612;DFN;GTR;NK;100D400;NK;MBS;GSA99;NA;NGI;NK;NA;9;4;926.1;28.17;411.6;12.52;198;20374.2;619.74;1;Y
PSP;2015;3;VL1218;DFN;GTR;NK;100D400;NK;MBS;GSA99;NA;NGI;NK;NA;1;1;22.05;4.46;22.05;4.46;17;374.85;75.82;1;Y
PSP;2015;1;VL1824;DFN;GTR;NK;100D400;NK;MBS;GSA99;NA;NGI;NK;NA;134;134;9509.063;898.62;9509.063;898.62;1188;84368.813;8111.14;12;N
PSP;2015;4;VL2440;DFN;GTR;NK;100D400;NK;MBS;GSA99;NA;NGI;NK;NA;8;8;576.608;49.37;NA;49.37;58;4160.467;356.41;2;Y
PSP;2015;1;VL0006;DFN;GTR;NK;100D400;NK;MBS;GSA99;NA;NGI;NK;NA;31;31;1481.892;131.99;NA;131.99;240;11808.451;1060.64;2;Y
PSP;2015;5;VL0612;DFN;GTR;NK;100D400;NK;MBS;GSA99;NA;NGI;NK;NA;7;7;463.05;44.87;NA;44.87;52;3439.8;333.32;1;Y
PSP;2016;1;VL1218;DFN;GTR;NK;100D400;NK;MBS;GSA99;NA;NGI;NK;NA;534;534;34048.449;2651.43;34048.449;2651.43;2946;202197.221;17604.4;27;N
PSP;2016;6;VL1824;DFN;GTR;NK;100D400;NK;MBS;GSA99;NA;NGI;NK;NA;4;4;282.24;34.24;282.24;34.24;34;2399.04;291.04;1;Y
PSP;2016;1;VL2440;DFN;GTR;NK;100D400;NK;MBS;GSA99;EU;NGI;NK;NA;1;1;69.825;5.96;69.825;5.96;10;698.25;59.6;1;Y
PSP;2016;7;VL0006;DFN;GTR;NK;100D400;NK;MBS;GSA99;NA;NGI;NK;NA;3;3;102.9;17.35;102.9;NA;21;720.3;121.45;2;Y
PSP;2016;8;VL0612;DFN;GTR;NK;100D400;NK;MBS;GSA99;NA;NGI;NK;NA;29;15;2984.1;90.77;1543.5;NA;516;53096.4;1615.08;1;Y
PSP;2016;1;VL1218;DFN;GTR;NK;40D50;NK;MBS;GSA99;NA;NGI;NK;NA;32;16;3292.8;100.16;1646.4;NA;636;65444.4;1990.68;1;Y
PSP;2017;1;VL1824;DFN;GTR;NK;40D50;NK;MBS;GSA99;NA;NGI;NK;NA;1;1;44.1;3.83;44.1;3.83;8;352.8;30.64;1;Y
PSP;2017;1;VL2440;DFN;GTR;NK;40D50;NK;MBS;GSA99;NA;NGI;NK;NA;161;160;6020.87;795.79;5938.506;787.54;1313;52959.161;6752.73;7;N
PSP;2017;2;VL0006;DFN;GTR;NK;40D50;NK;MBS;GSA99;NA;NGI;NK;NA;10;10;661.5;64.1;661.5;64.1;171;11311.65;1096.11;1;Y
PSP;2017;3;VL0612;DFN;GTR;NK;40D50;NK;MBS;GSA99;NA;NGI;NK;NA;35;35;2525.46;291.86;2525.46;291.86;338;24543.12;2828.06;4;N
PSP;2017;1;VL1218;DFN;GTR;NK;40D50;NK;MBS;GSA99;NA;NGI;NK;NA;1;1;44.1;3.83;44.1;3.83;18;793.8;68.94;1;Y
PSP;2017;4;VL1824;DFN;GTR;NK;40D50;NK;MBS;GSA99;NA;NGI;NK;NA;30;30;1613.325;182.79;1613.325;182.79;265;14581.665;1578.12;3;Y
PSP;2017;1;VL2440;DFN;GTR;NK;40D50;NK;MBS;GSA99;NA;NGI;NK;NA;38;38;2848.86;209.38;2848.86;209.38;NK;NK;NK;1;Y
