country;year;vessel_length;fishing_tech;supra_region;geo_indicator;principal_sub_region;tottrips;totkw;totgt;totves;avgage;avgloa;maxseadays
PSP;2018;VL0612;PMP;MBS;NGI;GSA99;7;3600;3969;1;1;81;28
PSP;2018;VL1218;PMP;MBS;NGI;GSA99;6;4000;4248;1;4;91;65
PSP;2019;VL1824;PMP;MBS;NGI;GSA99;93;2194;1406;3;32;40;163
PSP;2019;VL2440;PMP;MBS;NGI;GSA99;48;1103;446;1;27;42;NK
PSP;2019;VL0006;PMP;MBS;NGI;GSA99;31;1595;713;1;17;50;1881
PSP;2019;VL0612;PMP;MBS;NGI;GSA99;15;5299;7278;1;22;117;1701
PSP;2019;VL1218;PMP;MBS;NGI;GSA99;28;17503;19145;3;29;118;255
PSP;2019;VL1824;PMP;MBS;NGI;GSA99;NK;5287;556;325;34;6;55
PSP;2019;VL2440;PMP;MBS;NGI;GSA99;4495;6587;596;259;35;6;60
PSP;2019;VL0006;PMP;MBS;NGI;GSA99;5597;8647;695;379;26;6;58
PSP;2019;VL0612;PMP;MBS;NGI;GSA99;5;84;8;2;17;8;68
PSP;2019;VL1218;PMP;MBS;NGI;GSA99;28;385;25;7;35;8;72
PSP;2020;VL1824;PMP;MBS;NGI;GSA99;65;133;15;1;20;12;65
PSP;2020;VL2440;PMP;MBS;NGI;GSA99;163;225;37;3;32;11;61
PSP;2020;VL0006;PMP;MBS;NGI;GSA99;NK;1296;174;18;53;11;NK
PSP;2020;VL0612;PMP;MBS;NGI;GSA99;1881;2056;251;19;34;11;156
PSP;2020;VL1218;PMP;MBS;NGI;GSA99;1701;2666;326;30;40;11;126
PSP;2020;VL1824;PMP;MBS;NGI;GSA99;255;424;53;4;34;11;70
PSP;2020;VL2440;PMP;MBS;NGI;GSA99;55;100;18;1;67;12;63
PSP;2020;VL0006;PMP;MBS;NGI;GSA99;60;378;76;3;73;14;24
PSP;2020;VL0612;PMP;MBS;NGI;GSA99;58;212;48;1;24;17;213
PSP;2014;VL1218;PMP;MBS;NGI;GSA99;1249;2418;423;13;49;15;115
PSP;2014;VL1824;PMP;MBS;NGI;GSA99;200;689;159;4;48;15;63
PSP;2014;VL2440;PMP;MBS;NGI;GSA99;43;221;41;1;21;16;102
PSP;2014;VL0006;PMP;MBS;NGI;GSA99;12;220;24;1;26;12;12
PSP;2014;VL0612;PMP;MBS;NGI;GSA99;55;221;49;1;15;18;153
PSP;2014;VL1218;PMP;MBS;NGI;GSA99;NK;1462;221;9;55;15;NK
PSP;2014;VL1824;PMP;MBS;NGI;GSA99;6259;20585;3320;104;43;16;148
PSP;2014;VL2440;PMP;MBS;NGI;GSA99;45;185;26;1;44;16;71
PSP;2015;VL0006;PMP;MBS;NGI;GSA99;43;100;26;1;80;15;43
PSP;2015;VL0612;PMP;MBS;NGI;GSA99;494;1278;526;6;42;21;138
PSP;2015;VL1218;PMP;MBS;NGI;GSA99;70;221;132;1;34;23;122
PSP;2015;VL1824;PMP;MBS;NGI;GSA99;273;1693;963;7;26;24;207
PSP;2015;VL2440;PMP;MBS;NGI;GSA99;NK;529;154;3;52;19;NK
PSP;2015;VL0006;PMP;MBS;NGI;GSA99;3286;15021;4252;68;38;20;178
PSP;2016;VL0612;PMP;MBS;NGI;GSA99;45;221;62;1;23;19;103
PSP;2016;VL1218;PMP;MBS;NGI;GSA99;38;220;40;1;64;18;49
PSP;2016;VL1824;PMP;MBS;NGI;GSA99;19;834;344;2;45;29;282
PSP;2016;VL2440;PMP;MBS;NGI;GSA99;57;218;85;1;41;24;190
PSP;2016;VL0006;PMP;MBS;NGI;GSA99;7;404;183;1;47;27;175
PSP;2016;VL0612;PMP;MBS;NGI;GSA99;15;441;265;1;44;32;341
PSP;2017;VL1218;PMP;MBS;NGI;GSA99;76;441;328;2;37;27;1595
PSP;2017;VL1824;PMP;MBS;NGI;GSA99;76;221;155;1;36;25;2863
PSP;2017;VL2440;PMP;MBS;NGI;GSA99;165;2953;1655;5;25;32;2030
PSP;2017;VL0006;PMP;MBS;NGI;GSA99;121;1716;635;3;24;29;8640
PSP;2017;VL0612;PMP;MBS;NGI;GSA99;44;993;269;1;40;36;5299
PSP;2017;VL1218;PMP;MBS;NGI;GSA99;5;441;199;1;57;31;57
PSP;2017;VL1824;PMP;MBS;NGI;GSA99;NK;2050;729;2;36;37;5929
PSP;2018;VL2440;PMP;MBS;NGI;GSA99;206;1940;753;4;46;31;6340
PSP;2018;VL0006;PMP;MBS;NGI;GSA99;98;971;367;2;32;29;8091
PSP;2018;VL0612;PMP;MBS;NGI;GSA99;64;184;126;1;61;26;279
PSP;2018;VL1218;PMP;MBS;NGI;GSA99;259;6600;5794;2;16;81;311
PSP;2018;VL1824;PMP;MBS;NGI;GSA99;379;7600;8217;2;4;86;80
PSP;2018;VL2440;PMP;MBS;NGI;GSA99;2;1410;951;2;34;40;606
PSP;2018;VL0006;PMP;MBS;NGI;GSA99;7;784;455;1;31;40;1426
PSP;2018;VL0612;PMP;MBS;NGI;GSA99;1;1103;446;1;28;42;2112
PSP;2018;VL1218;PMP;MBS;NGI;GSA99;3;1595;713;1;18;50;178
PSP;2019;VL1824;PMP;MBS;NGI;GSA99;18;2863;2417;1;38;86;258
PSP;2019;VL2440;PMP;MBS;NGI;GSA99;19;2030;764;1;21;52;155
PSP;2019;VL0006;PMP;MBS;NGI;GSA99;30;8640;9082;1;20;141;271
PSP;2019;VL0612;PMP;MBS;NGI;GSA99;4;5299;7278;1;23;117;245
PSP;2019;VL1218;PMP;MBS;NGI;GSA99;1;57;4;1;14;9;48
PSP;2019;VL1824;PMP;MBS;NGI;GSA99;3;5929;591;343;35;6;NK
PSP;2019;VL2440;PMP;MBS;NGI;GSA99;1;6340;577;251;34;6;161
PSP;2019;VL0006;PMP;MBS;NGI;GSA99;13;8091;650;357;25;6;168
PSP;2019;VL0612;PMP;MBS;NGI;GSA99;27;279;20;5;40;8;103
PSP;2019;VL1218;PMP;MBS;NGI;GSA99;27;311;16;4;29;9;93
PSP;2020;VL1824;PMP;MBS;NGI;GSA99;28;80;14;1;27;11;34
PSP;2020;VL2440;PMP;MBS;NGI;GSA99;227;606;82;6;36;11;42
PSP;2020;VL0006;PMP;MBS;NGI;GSA99;NK;1426;206;22;58;11;NK
PSP;2020;VL0612;PMP;MBS;NGI;GSA99;1589;2112;256;19;31;11;136
PSP;2020;VL1218;PMP;MBS;NGI;GSA99;1334;2127;275;25;37;11;112
PSP;2020;VL1824;DFN;MBS;NGI;GSA99;247;424;53;4;34;11;65
PSP;2020;VL2440;DFN;MBS;NGI;GSA99;2;210;28;1;46;14;2
PSP;2020;VL0006;DFN;MBS;NGI;GSA99;53;378;76;3;73;14;23
PSP;2020;VL0612;DFN;MBS;NGI;GSA99;60;221;48;1;24;17;176
PSP;2014;VL1218;DFN;MBS;NGI;GSA99;59;221;41;1;21;16;127
PSP;2014;VL1824;DFN;MBS;NGI;GSA99;778;2348;412;13;51;15;72
PSP;2014;VL2440;DFN;MBS;NGI;GSA99;211;859;196;5;51;15;57
PSP;2014;VL0006;DFN;MBS;NGI;GSA99;1;220;24;1;26;12;1
PSP;2014;VL0612;DFN;MBS;NGI;GSA99;NK;1586;239;10;54;15;NK
PSP;2014;VL1218;DFN;MBS;NGI;GSA99;5498;19540;3155;98;43;16;170
PSP;2014;VL1824;DFN;MBS;NGI;GSA99;52;185;26;1;44;16;55
PSP;2014;VL2440;DFN;MBS;NGI;GSA99;251;1058;480;5;40;21;95
PSP;2015;VL0006;DFN;MBS;NGI;GSA99;101;441;178;2;44;21;1595
PSP;2015;VL0612;DFN;MBS;NGI;GSA99;147;1030;618;4;20;24;2863
PSP;2015;VL1218;DFN;MBS;NGI;GSA99;43;221;56;1;15;22;2030
PSP;2015;VL1824;DFN;MBS;NGI;GSA99;NK;1595;202;4;57;19;8640
PSP;2015;VL2440;DFN;MBS;NGI;GSA99;3200;2863;4284;68;37;20;5299
PSP;2015;VL0006;DFN;MBS;NGI;GSA99;66;2030;220;2;21;21;57
PSP;2016;VL0612;DFN;MBS;NGI;GSA99;1;8640;40;1;64;18;5929
PSP;2016;VL1218;DFN;MBS;NGI;GSA99;29;5299;107;1;29;22;6340
PSP;2016;VL1824;DFN;MBS;NGI;GSA99;25;57;461;2;45;30;8091
PSP;2016;VL2440;DFN;MBS;NGI;GSA99;12;5929;85;1;41;24;279
PSP;2016;VL0006;DFN;MBS;NGI;GSA99;5;6340;331;2;46;29;311
PSP;2016;VL0612;DFN;MBS;NGI;GSA99;56;8091;295;2;40;25;80
PSP;2017;VL1218;DFN;MBS;NGI;GSA99;27;279;188;1;29;29;606
PSP;2017;VL1824;DFN;MBS;NGI;GSA99;228;311;2560;5;12;35;1426
PSP;2017;VL2440;DFN;MBS;NGI;GSA99;155;80;904;4;28;31;2112
PSP;2017;VL0006;DFN;MBS;NGI;GSA99;4;606;199;1;57;31;183
PSP;2017;VL0612;DFN;MBS;NGI;GSA99;NK;1426;125;1;46;26;NK
PSP;2017;VL1218;DFN;MBS;NGI;GSA99;188;2112;753;4;46;31;171
PSP;2017;VL1824;DFN;MBS;NGI;GSA99;93;971;367;2;32;29;219
PSP;2018;VL2440;DFN;MBS;NGI;GSA99;24;184;126;1;61;26;34
PSP;2018;VL0006;DFN;MBS;NGI;GSA99;9;6600;5794;2;16;81;251
PSP;2018;VL0612;DFN;MBS;NGI;GSA99;10;7600;8217;2;4;86;267
PSP;2018;VL1218;DFN;MBS;NGI;GSA99;22;675;459;1;32;40;172
PSP;2018;VL1824;DFN;MBS;NGI;GSA99;46;1103;446;1;28;42;221
PSP;2018;VL2440;DFN;MBS;NGI;GSA99;50;1440;428;1;29;40;232
PSP;2018;VL0006;DFN;MBS;NGI;GSA99;22;11503;11499;2;29;114;246
PSP;2018;VL0612;DFN;MBS;NGI;GSA99;28;2030;764;1;21;52;242
PSP;2018;VL1218;DFN;MBS;NGI;GSA99;15;5299;7278;1;23;117;256
PSP;2019;VL1824;DFN;MBS;NGI;GSA99;71;185;4.8;4;3;6.5175;17.75
PSP;2019;VL2440;DFN;MBS;NGI;GSA99;385;471;44.2;6;29.5;8.935;64.66666667
PSP;2019;VL0006;DFN;MBS;NGI;GSA99;229;303;24.9;6;34;7.031666667;38.33333333
PSP;2019;VL0612;DFN;MBS;NGI;GSA99;136;92;12.4;4;40.25;6.91;34.25
PSP;2019;VL1218;DFN;MBS;NGI;GSA99;34;105;11.8;2;25;7.96;22
PSP;2019;VL1824;DFN;MBS;NGI;GSA99;251;96;13.3;1;26;9.97;11
PSP;2019;VL2440;DFN;MBS;NGI;GSA99;267;298;21.5;7;30.16666667;6.971428571;4.714285714
PSP;2019;VL0006;DFN;MBS;NGI;GSA99;172;4809;353.51;97;29.15463918;7.619793814;119.2
PSP;2019;VL0612;DFN;MBS;NGI;GSA99;221;3963;323.1;125;31.64516129;6.87544;120.8
PSP;2019;VL1218;DFN;MBS;NGI;GSA99;232;2491;276.6;62;33.14516129;7.849032258;124.3
PSP;2020;VL1824;DFN;MBS;NGI;GSA99;246;6675;654;246;32.45454545;6.738699187;151.5
PSP;2020;VL2440;DFN;MBS;NGI;GSA99;242;3359;309.4;94;31.90217391;7.075212766;170.5
PSP;2020;VL0006;DFN;MBS;NGI;GSA99;256;522;48.7;16;34.1875;7.033125;86
PSP;2020;VL0612;DFN;MBS;NGI;GSA99;17.75;7556;573.5;273;27.58888889;6.356446886;97.2
PSP;2020;VL1218;DFN;MBS;NGI;GSA99;64.66666667;1832;155.3;25;34.24;8.984;86.3
PSP;2020;VL1824;DFN;MBS;NGI;GSA99;38.33333333;1066;89.7;22;31.5;7.9;30.8
PSP;2020;VL2440;DFN;MBS;NGI;GSA99;34.25;606;52.6;10;33.8;8.358;68
PSP;2020;VL0006;DFN;MBS;NGI;GSA99;22;1542;143.87;41;31.3902439;7.316341463;102.7
PSP;2020;VL0612;DFN;MBS;NGI;GSA99;11;96;11.1;3;31.66666667;7.59;107.6666667
PSP;2014;VL1218;DFN;MBS;NGI;GSA99;4.714285714;22;0.3;1;23;4.98;1
PSP;2014;VL1824;DFN;MBS;NGI;GSA99;119.2;1465;123.6;32;25.375;7.4921875;46.4
PSP;2014;VL2440;DFN;MBS;NGI;GSA99;120.8;97;6.3;4;22;5.7875;11.5
PSP;2014;VL0006;DFN;MBS;NGI;GSA99;124.3;50;4.3;1;39;7.98;9
PSP;2014;VL0612;DFN;MBS;NGI;GSA99;4;6;1.6;1;45;6.05;4
PSP;2014;VL1218;DFN;MBS;NGI;GSA99;5;145;4.7;2;19.5;7.635;2.5
PSP;2014;VL1824;DFN;MBS;NGI;GSA99;1158;2003;303.5;18;23.5;11.90611111;80.5
PSP;2014;VL2440;DFN;MBS;NGI;GSA99;113;121;14.6;1;42;11.99;117
PSP;2015;VL0006;DFN;MBS;NGI;GSA99;245;717;57.9;5;35.8;11.046;49
PSP;2015;VL0612;DFN;MBS;NGI;GSA99;34;169;14;1;66;10.48;11
PSP;2015;VL1218;DFN;MBS;NGI;GSA99;251;492;61.4;4;42.5;11.62;79.5
PSP;2015;VL1824;DFN;MBS;NGI;GSA99;267;255;29.4;2;43.5;11.905;132
PSP;2015;VL2440;DFN;MBS;NGI;GSA99;172;96;13.2;1;18;11.7;23
PSP;2015;VL0006;DFN;MBS;NGI;GSA99;221;1529;162.58;15;33.53333333;11.21933333;101.8
PSP;2016;VL0612;DFN;MBS;NGI;GSA99;232;251;36.7;3;55;11.61;67.33333333
PSP;2016;VL1218;DFN;MBS;NGI;GSA99;246;1058;116.3;11;31;11.06090909;128.1
PSP;2016;VL1824;DFN;MBS;NGI;GSA99;242;1401;157.6;14;38.92857143;10.93785714;151.8
PSP;2016;VL2440;DFN;MBS;NGI;GSA99;256;531;58.5;6;37.83333333;10.75833333;106.8333333
PSP;2016;VL0006;DFN;MBS;NGI;GSA99;17.75;294;32.8;3;26;10.57666667;101.6666667
PSP;2016;VL0612;DFN;MBS;NGI;GSA99;64.66666667;876;117.1;9;38.33333333;11.37;63.11111111
PSP;2017;VL1218;DFN;MBS;NGI;GSA99;38.33333333;804;97.2;7;32.14285714;11.83714286;76.57142857
PSP;2017;VL1824;DFN;MBS;NGI;GSA99;34.25;522;52.2;4;42.75;11.22;72.5
PSP;2017;VL2440;DFN;MBS;NGI;GSA99;22;916;112.3;10;46;11.238;74.3
PSP;2017;VL0006;DFN;MBS;NGI;GSA99;11;203;20.3;2;36.5;10.555;58
PSP;2017;VL0612;DFN;MBS;NGI;GSA99;4.714285714;399;44.3;3;29.33333333;11.12;138.6666667
PSP;2017;VL1218;DFN;MBS;NGI;GSA99;119.2;755;76.8;6;35.83333333;11.665;91.33333333
PSP;2017;VL1824;DFN;MBS;NGI;GSA99;120.8;238;24.6;2;38;11.555;26
PSP;2018;VL2440;DFN;MBS;NGI;GSA99;124.3;551;120.2;3;12.66666667;14.99333333;86.33333333
PSP;2018;VL0006;DFN;MBS;NGI;GSA99;839;839;234.2;6;21.33333333;15.44;140
PSP;2018;VL0612;DFN;MBS;NGI;GSA99;1017;2163;292.5;17;37.82352941;13.64117647;74.1
PSP;2018;VL1218;DFN;MBS;NGI;GSA99;4732;8294;1728.4;44;33.63636364;15.23977273;193
PSP;2018;VL1824;DFN;MBS;NGI;GSA99;5255;9066;1589.1;50;46.08;14.992;181.9
PSP;2018;VL2440;DFN;MBS;NGI;GSA99;703;1219;192.2;7;42;14.78142857;111.8571429
PSP;2018;VL0006;DFN;MBS;NGI;GSA99;1002;2061;264.1;10;39;14.312;117.8
PSP;2018;VL0612;DFN;MBS;NGI;GSA99;1301;2752;464;13;38.07692308;15.04538462;163.6
PSP;2018;VL1218;DFN;MBS;NGI;GSA99;255;608;240.8;4;36.75;16.06;124.5
PSP;2019;VL1824;DFN;MBS;NGI;GSA99;656;1222;169;9;37.66666667;13.53;75.44444444
PSP;2019;VL2440;DFN;MBS;NGI;GSA99;90;136;16.6;1;51;12.7;93
PSP;2019;VL0006;DFN;MBS;NGI;GSA99;628;606;103.6;4;45;14.5525;157
PSP;2019;VL0612;DFN;MBS;NGI;GSA99;1039;3006;760.1;19;34.15789474;14.53789474;187.1
PSP;2019;VL1218;DFN;MBS;NGI;GSA99;99;464;125.8;3;33.33333333;16.61;94.66666667
PSP;2019;VL1824;DFN;MBS;NGI;GSA99;1531;2148;429.5;15;33.26666667;14.41666667;142
PSP;2019;VL2440;DFN;MBS;NGI;GSA99;339;952;142.8;7;53.28571429;13.45;59.71428571
PSP;2019;VL0006;DFN;MBS;NGI;GSA99;146;221;48.1;1;31;16.1;165
PSP;2019;VL0612;DFN;MBS;NGI;GSA99;800;1202;224.9;7;34;14.81857143;120
PSP;2019;VL1218;DFN;MBS;NGI;GSA99;60;219;70;1;10;16.99;187
PSP;2020;VL1824;DFN;MBS;NGI;GSA99;204;423;62.8;2;42.5;15.215;131
PSP;2020;VL2440;DFN;MBS;NGI;GSA99;217;489;141.7;3;37.33333333;14.38666667;144.3333333
PSP;2020;VL0006;DFN;MBS;NGI;GSA99;839;2502;668.4;13;13.92307692;16.81230769;169.7
PSP;2020;VL0612;DFN;MBS;NGI;GSA99;4;150;19.2;1;14;12.5;4
PSP;2020;VL1218;DFN;MBS;NGI;GSA99;191;489;96.1;2;14;16.82;104
PSP;2020;VL1824;DFN;MBS;NGI;GSA99;259;786;146.5;5;42;15.324;60.2
PSP;2020;VL2440;DFN;MBS;NGI;GSA99;225;407;75.8;2;31;15.93;153.5
PSP;2020;VL0006;DFN;MBS;NGI;GSA99;556;1673;560.1;9;15.11111111;15.84111111;99
PSP;2020;VL0612;DFN;MBS;NGI;GSA99;2233;7776;2970.8;26;27.84615385;20.70115385;285.3
PSP;2014;VL1218;DFN;MBS;NGI;GSA99;673;2747;775;7;29.71428571;21.76;115.2857143
PSP;2014;VL1824;DFN;MBS;NGI;GSA99;131;588;133.1;2;51;19.845;128
PSP;2014;VL2440;DFN;MBS;NGI;GSA99;219;1087;275.7;4;42.5;19.82;136
PSP;2014;VL0006;DFN;MBS;NGI;GSA99;675;4219;1591.9;15;30.46666667;20.51066667;174.1
PSP;2014;VL0612;DFN;MBS;NGI;GSA99;96;492;239.4;2;29;21.125;239.5
PSP;2014;VL1218;DFN;MBS;NGI;GSA99;264.1;1225;290.3;3;31.66666667;20.23333333;194.6666667
PSP;2014;VL1824;DFN;MBS;NGI;GSA99;464;2221;909.6;7;18.42857143;20.17571429;219.1428571
PSP;2014;VL2440;DFN;MBS;NGI;GSA99;240.8;3226;1174;18;17.27777778;19.63166667;182.2
PSP;2015;VL0006;DFN;MBS;NGI;GSA99;169;5277;1990.7;10;42.8;30.211;194.5
PSP;2015;VL0612;DFN;MBS;NGI;GSA99;16.6;6174;3294.6;9;16.88888889;33.08777778;290.7777778
PSP;2015;VL1218;DFN;MBS;NGI;GSA99;103.6;8699;4019.3;14;26.85714286;31.13142857;253.1
PSP;2015;VL1824;DFN;MBS;NGI;GSA99;760.1;1797;966.1;3;10.66666667;29.41;244.3333333
PSP;2015;VL2440;DFN;MBS;NGI;GSA99;125.8;1229;565.6;3;33.33333333;264.1;170
PSP;2015;VL0006;DFN;MBS;NGI;GSA99;429.5;444;283;1;26;464;32
PSP;2016;VL0612;DFN;MBS;NGI;GSA99;142.8;3961;2223;1;17;240.8;52
PSP;2016;VL1218;DFN;MBS;NGI;GSA99;48.1;1395;1077;2;40.5;169;135
PSP;2016;VL1824;DFN;MBS;NGI;GSA99;224.9;17479;8064;13;30.38461538;16.6;163.4
PSP;2016;VL2440;DFN;MBS;NGI;GSA99;70;3961;2223;1;17;103.6;167
PSP;2016;VL0006;DFN;MBS;NGI;GSA99;62.8;1200;747;1;27;760.1;11
PSP;2016;VL0612;DFN;MBS;NGI;GSA99;141.7;11819;5635;3;8.666666667;125.8;104.6666667
PSP;2017;VL1218;DFN;MBS;NGI;GSA99;668.4;34507;18668;13;19.38461538;429.5;181.7
PSP;2017;VL1824;DFN;MBS;NGI;GSA99;19.2;2650;2180;1;32;142.8;232
PSP;2017;VL2440;DFN;MBS;NGI;GSA99;96.1;185;4.6;4;4.75;48.1;18.75
PSP;2017;VL0006;DFN;MBS;NGI;GSA99;146.5;697;69.5;8;26.5;224.9;57.75
PSP;2017;VL0612;DFN;MBS;NGI;GSA99;75.8;478;43.7;8;32.625;70;24.5
PSP;2017;VL1218;DFN;MBS;NGI;GSA99;560.1;51;8.8;3;44.33333333;62.8;41.66666667
PSP;2017;VL1824;DFN;MBS;NGI;GSA99;2970.8;105;11.8;2;26;141.7;6
PSP;2018;VL2440;DFN;MBS;NGI;GSA99;775;69;7.5;3;53;668.4;3
PSP;2018;VL0006;DFN;MBS;NGI;GSA99;3190;4754;345.71;94;29.39361702;19.2;111.4
PSP;2018;VL0612;DFN;MBS;NGI;GSA99;4210;4003;332.9;124;31.53225806;96.1;123
PSP;2018;VL1218;DFN;MBS;NGI;GSA99;2273;2460;254.5;61;32.42622951;146.5;112.5
PSP;2018;VL1824;DFN;MBS;NGI;GSA99;6111;6280;608.3;226;33.04932735;75.8;146.1
PSP;2018;VL2440;DFN;MBS;NGI;GSA99;3849;2955;280.4;86;33.30952381;560.1;162.9
PSP;2018;VL0006;DFN;MBS;NGI;GSA99;819;477;45.9;15;36.8;2970.8;77.3
PSP;2018;VL0612;DFN;MBS;NGI;GSA99;5851;7681;579.6;268;28.46240602;775;89.9
PSP;2018;VL1218;DFN;MBS;NGI;GSA99;1377;1729;149.5;23;33.2173913;9.024347826;104.7
PSP;2019;VL1824;DFN;MBS;NGI;GSA99;538;1730;146.2;31;32.25806452;8.169032258;35.3
PSP;2019;VL2440;DFN;MBS;NGI;GSA99;550;425;35.3;6;32.5;8.713333333;91.83333333
PSP;2019;VL0006;DFN;MBS;NGI;GSA99;1790;1765;157.17;45;34.08888889;7.373333333;96.6
PSP;2019;VL0612;DFN;MBS;NGI;GSA99;86;80;10.2;3;36;7.386666667;28.66666667
PSP;2019;VL1218;DFN;MBS;NGI;GSA99;93;264.1;3.6;1;27;7.44;93
PSP;2019;VL1824;DFN;MBS;NGI;GSA99;561;464;95;27;26.2962963;7.460740741;42.6
PSP;2019;VL2440;DFN;MBS;NGI;GSA99;21;240.8;1;1;22;4.98;21
PSP;2019;VL0006;DFN;MBS;NGI;GSA99;23;169;6.9;4;25.25;5.785;5.75
PSP;2019;VL0612;DFN;MBS;NGI;GSA99;14;16.6;4.3;1;40;7.98;14
PSP;2019;VL1218;DFN;MBS;NGI;GSA99;1;103.6;0.8;1;5;6.84;1
PSP;2020;VL1824;DFN;MBS;NGI;GSA99;2;760.1;2.5;1;36;8.22;2
PSP;2020;VL2440;DFN;MBS;NGI;GSA99;1078;125.8;251.5;14;17.78571429;11.94857143;90.6
PSP;2020;VL0006;DFN;MBS;NGI;GSA99;57;429.5;42.3;3;28;11.97;19
PSP;2020;VL0612;DFN;MBS;NGI;GSA99;494;142.8;101.9;8;30.5;11.275;66.5
PSP;2020;VL1218;DFN;MBS;NGI;GSA99;306;48.1;54;3;46;11.86;102
PSP;2020;VL1824;DFN;MBS;NGI;GSA99;272;224.9;29.4;2;44.5;11.905;138
PSP;2020;VL2440;DFN;MBS;NGI;GSA99;48;70;24.6;2;39;11.555;24
PSP;2020;VL0006;DFN;MBS;NGI;GSA99;693;62.8;122.48;11;37.81818182;11.20545455;68.5
PSP;2020;VL0612;DFN;MBS;NGI;GSA99;69;141.7;22.7;2;52;11.33;37
PSP;2014;VL1218;DFN;MBS;NGI;GSA99;1294;668.4;102.2;10;28.9;11.068;129.9
PSP;2014;VL1824;DFN;MBS;NGI;GSA99;1699;19.2;160.8;14;41.64285714;10.91571429;155.6
PSP;2014;VL2440;DFN;MBS;NGI;GSA99;455;96.1;21.4;3;36.66666667;10.42333333;162.6666667
PSP;2014;VL0006;DFN;MBS;NGI;GSA99;210;146.5;25.9;2;22.5;10.715;135.5
PSP;2014;VL0612;DFN;MBS;NGI;GSA99;676;75.8;112.9;8;35.5;11.34125;90
PSP;2014;VL1218;DFN;MBS;NGI;GSA99;418;560.1;67.7;5;28.2;11.97;94.6
PSP;2014;VL1824;DFN;MBS;NGI;GSA99;251;2970.8;52.6;4;63;11.7275;65.25
PSP;2014;VL2440;DFN;MBS;NGI;GSA99;208;775;23;2;44.5;11.49;106
PSP;2014;VL0006;DFN;MBS;NGI;GSA99;656;860;104.3;9;47.22222222;11.22444444;73
PSP;2015;VL0612;DFN;MBS;NGI;GSA99;91;162;27.9;2;42.5;11.145;45.5
PSP;2015;VL1218;DFN;MBS;NGI;GSA99;475;514;52;4;32.75;11.0175;119.75
PSP;2015;VL1824;DFN;MBS;NGI;GSA99;706;1036;120.6;9;35.88888889;11.63;84.33333333
PSP;2015;VL2440;DFN;MBS;NGI;GSA99;68;118;16.2;1;23;11.98;68
PSP;2015;VL0006;DFN;MBS;NGI;GSA99;252;551;120.2;3;13.66666667;14.99333333;84.33333333
PSP;2015;VL0612;DFN;MBS;NGI;GSA99;970;935;234.2;6;22.33333333;15.44;161.8333333
PSP;2016;VL1218;DFN;MBS;NGI;GSA99;687;1779;253.6;14;41;13.99;59.5
PSP;2016;VL1824;DFN;MBS;NGI;GSA99;3508;7251;1452;38;33.68421053;15.29368421;170.3
PSP;2016;VL2440;DFN;MBS;NGI;GSA99;4738;9749;1705.5;49;46.12244898;15.21061224;165.4
PSP;2016;VL0006;DFN;MBS;NGI;GSA99;10;125;25;1;49;14.99;10
PSP;2016;VL0612;DFN;MBS;NGI;GSA99;1474;2556;581.5;15;39.06666667;15.59733333;143.8
PSP;2016;VL1218;DFN;MBS;NGI;GSA99;679;1263;147.4;6;34.16666667;13.94166667;131.8333333
PSP;2017;VL1824;DFN;MBS;NGI;GSA99;1311;2684;430.3;12;35.33333333;15.115;149.6
PSP;2017;VL2440;DFN;MBS;NGI;GSA99;2;373;127.6;1;8;17.98;296
PSP;2017;VL0006;DFN;MBS;NGI;GSA99;11;856;332;6;34.33333333;15.98166667;133.5
PSP;2017;VL0612;DFN;MBS;NGI;GSA99;2;810;123.3;6;28.33333333;13.66333333;69.5
PSP;2017;VL1218;DFN;MBS;NGI;GSA99;10;136;16.6;1;52;12.7;4
PSP;2017;VL1824;DFN;MBS;NGI;GSA99;14;790;135.4;5;43.6;14.656;135.4
PSP;2017;VL2440;DFN;MBS;NGI;GSA99;3;3176;774.1;20;36.8;14.447;184.1
PSP;2018;VL0006;DFN;MBS;NGI;GSA99;2;276;76.5;2;31.5;16.215;126
PSP;2018;VL0612;DFN;MBS;NGI;GSA99;8;1748;294.9;12;33.91666667;14.09583333;122.3
PSP;2018;VL1218;DFN;MBS;NGI;GSA99;5;1238;258.8;8;38.75;14.9825;102.5
PSP;2018;VL1824;DFN;MBS;NGI;GSA99;4;221;48.1;1;32;16.1;141
PSP;2018;VL2440;DFN;MBS;NGI;GSA99;2;125;20.7;1;49;13.81;149
PSP;2018;VL0006;DFN;MBS;NGI;GSA99;9;409;45.2;2;52.5;15.22;50.5
PSP;2018;VL0612;DFN;MBS;NGI;GSA99;2;555;79.8;3;46.66666667;14.21333333;104.6666667
PSP;2018;VL1218;DFN;MBS;NGI;GSA99;4;219;70;1;11;16.99;212
PSP;2018;VL1824;DFN;MBS;NGI;GSA99;9;543;149;4;29.5;13.375;108.75
PSP;2019;VL2440;DFN;MBS;NGI;GSA99;1;2121;547.8;11;15.72727273;16.74090909;147.6
PSP;2019;VL0006;DFN;MBS;NGI;GSA99;3;360;42.8;2;32;12.955;52.5
PSP;2019;VL0612;DFN;MBS;NGI;GSA99;6;489;96.1;2;15;16.82;100.5
PSP;2019;VL1218;DFN;MBS;NGI;GSA99;14;501;178.8;4;31.25;15.82;40
PSP;2019;VL1824;DFN;MBS;NGI;GSA99;38;188;36.7;1;27;14.56;126
