country;year;quarter;vessel_length;fishing_tech;gear_type;target_assemblage;mesh_size_range;metier;supra_region;sub_region;eez_indicator;geo_indicator;specon_tech;deep;rectangle_type;rectangle_lat;rectangle_lon;c_square;totfishdays;confidential
ITA;2018;1;VL0612;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:104:4;2;N
ITA;2018;1;VL1218;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:104:4;1;N
ITA;2018;1;VL1824;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:104:4;2;N
ITA;2018;1;VL2440;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:104:4;2;N
ITA;2018;1;VL0006;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:104:4;4;N
ITA;2019;1;VL0612;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:104:4;3;N
ITA;2019;1;VL1218;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:104:4;1;N
ITA;2019;1;VL1824;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:110:1;2.439;N
ITA;2019;1;VL2440;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:110:1;14.408;N
ITA;2019;1;VL0006;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:110:1;1.482;N
ITA;2019;1;VL0612;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:110:1;1.857;N
ITA;2019;1;VL1218;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:110:1;1.87;N
ITA;2019;1;VL1824;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:110:1;1.402;N
ITA;2019;1;VL2440;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:110:1;1.857;N
ITA;2019;1;VL0006;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:1;1;N
ITA;2020;1;VL0612;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:1;10;N
ITA;2020;1;VL1218;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:1;24;N
ITA;2020;1;VL1824;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:1;2;N
ITA;2020;1;VL2440;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:1;3;N
ITA;2020;1;VL0006;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:1;6;N
ITA;2020;1;VL0612;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:1;2.65;N
ITA;2020;1;VL1218;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:1;1.32;N
ITA;2020;1;VL1824;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:1;3.47;N
ITA;2020;1;VL2440;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:110:2;0.466;N
ITA;2014;1;VL0006;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:110:2;5.698;N
ITA;2014;1;VL0612;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:110:2;0.924;N
ITA;2014;1;VL1218;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:110:2;1.859;N
ITA;2014;1;VL1824;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:110:2;1.868;N
ITA;2014;1;VL2440;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:110:2;0.93;N
ITA;2014;1;VL0006;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:110:2;0.926;N
ITA;2014;1;VL0612;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:110:2;0.934;N
ITA;2014;1;VL1218;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:110:2;1.007;N
ITA;2015;1;VL1824;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:2;1.008;N
ITA;2015;1;VL2440;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:2;1.006;N
ITA;2015;1;VL0006;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:2;1.008;N
ITA;2015;1;VL0612;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:2;1;N
ITA;2015;1;VL1218;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:2;1;N
ITA;2015;1;VL1824;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:2;29;N
ITA;2016;1;VL2440;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:2;1;N
ITA;2016;1;VL0006;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:2;2;N
ITA;2016;2;VL0612;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:2;3;N
ITA;2016;3;VL1218;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:110:3;5;N
ITA;2016;1;VL1824;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:110:3;4;N
ITA;2016;4;VL2440;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:110:3;14;N
ITA;2017;1;VL0006;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:110:3;3;N
ITA;2017;5;VL0612;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:110:3;1;N
ITA;2017;1;VL1218;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:110:3;11;N
ITA;2017;6;VL1824;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:110:3;16;N
ITA;2017;1;VL2440;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:110:3;2;N
ITA;2017;7;VL0006;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:110:3;1;N
ITA;2017;8;VL0612;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:3;21;N
ITA;2018;1;VL1218;DFN;GTR;NK;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:3;1;N
ITA;2018;1;VL1824;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:3;12;N
ITA;2018;2;VL2440;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:3;2;N
ITA;2018;3;VL0006;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:3;1;N
ITA;2018;1;VL0612;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:3;10;N
ITA;2018;4;VL1218;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:3;1;N
ITA;2018;1;VL1824;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:3;1;N
ITA;2018;5;VL2440;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:3;1;N
ITA;2018;1;VL0006;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:3;1;N
ITA;2019;6;VL0612;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:3;3;N
ITA;2019;1;VL1218;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:110:4;1;N
ITA;2019;7;VL1824;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:110:4;7.294;N
ITA;2019;8;VL2440;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:110:4;0.933;N
ITA;2019;1;VL0006;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:110:4;1.413;N
ITA;2019;1;VL0612;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:110:4;1.396;N
ITA;2019;1;VL1218;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:110:4;4.729;N
ITA;2019;2;VL1824;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:110:4;1.285;N
ITA;2019;3;VL2440;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:4;13;N
ITA;2019;1;VL0006;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:4;1;N
ITA;2020;4;VL0612;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:4;1;N
ITA;2020;1;VL1218;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:4;7;N
ITA;2020;5;VL1824;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:4;2;N
ITA;2020;1;VL2440;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:4;4;N
ITA;2020;6;VL0006;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:4;1;N
ITA;2020;1;VL0612;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:4;13;N
ITA;2020;7;VL1218;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:4;5;N
ITA;2020;8;VL1824;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:4;0.25;N
ITA;2020;1;VL2440;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:110:4;3.14;N
ITA;2014;1;VL0006;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:1;3.269;N
ITA;2014;2;VL0612;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:1;7.011;N
ITA;2014;3;VL1218;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:1;0.93;N
ITA;2014;1;VL1824;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:1;0.924;N
ITA;2014;4;VL2440;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:1;0.542;N
ITA;2014;1;VL0006;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:1;1.868;N
ITA;2014;5;VL0612;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:1;1.469;N
ITA;2014;1;VL1218;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:1;0.47;N
ITA;2014;6;VL1824;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:1;0.933;N
ITA;2014;1;VL2440;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:1;0.314;N
ITA;2014;7;VL0006;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:1;1;N
ITA;2014;8;VL0612;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:1;2;N
ITA;2014;1;VL1218;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:1;4;N
ITA;2014;1;VL1824;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:1;1;N
ITA;2014;1;VL2440;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:1;1;N
ITA;2014;1;VL0006;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:1;9;N
ITA;2014;1;VL0612;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:1;3;N
ITA;2014;1;VL1218;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:1;1.66;N
ITA;2014;1;VL1824;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:1;7.42;N
ITA;2014;1;VL2440;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:1;0.5;N
ITA;2014;1;VL0006;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:2;4.667;N
ITA;2014;1;VL0612;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:2;0.929;N
ITA;2014;1;VL1218;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:2;1.863;N
ITA;2014;1;VL1824;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:2;0.924;N
ITA;2014;1;VL2440;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:2;1.253;N
ITA;2014;1;VL0006;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:2;4.312;N
ITA;2014;1;VL0612;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:2;0.926;N
ITA;2014;1;VL1218;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:2;0.933;N
ITA;2014;1;VL1824;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:2;0.306;N
ITA;2014;1;VL2440;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:2;1;N
ITA;2014;1;VL0006;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:2;2;N
ITA;2014;1;VL0612;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:2;2;N
ITA;2014;1;VL1218;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:2;1;N
ITA;2014;1;VL1824;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:2;2;N
ITA;2014;1;VL2440;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:2;7;N
ITA;2014;1;VL0006;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:2;1;N
ITA;2014;1;VL0612;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:2;4;N
ITA;2014;1;VL1218;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:2;1;N
ITA;2014;1;VL1824;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:2;1;N
ITA;2014;1;VL2440;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:2;1;N
ITA;2014;1;VL0006;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:2;1;N
ITA;2014;1;VL0612;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:2;2;N
ITA;2014;1;VL1218;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:2;0.5;N
ITA;2014;1;VL1824;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:2;3.98;N
ITA;2014;2;VL2440;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:3;0.936;N
ITA;2014;3;VL0006;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:3;9.052;N
ITA;2014;1;VL0612;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:3;0.929;N
ITA;2014;4;VL1218;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:3;1.859;N
ITA;2014;1;VL1824;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:3;0.307;N
ITA;2014;5;VL2440;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:3;0.386;N
ITA;2014;1;VL0006;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:3;2.241;N
ITA;2014;6;VL0612;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:3;1.863;N
ITA;2014;1;VL1218;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:3;0.924;N
ITA;2014;7;VL1824;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:3;2;N
ITA;2014;8;VL2440;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:3;1;N
ITA;2014;1;VL0006;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:3;2;N
ITA;2014;1;VL0612;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:3;1;N
ITA;2014;1;VL1218;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:3;8;N
ITA;2014;2;VL1824;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:3;1;N
ITA;2014;3;VL2440;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:3;1;N
ITA;2014;1;VL0006;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:3;2;N
ITA;2014;4;VL0612;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:3;2.31;N
ITA;2014;1;VL1218;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:3;0.99;N
ITA;2014;5;VL1824;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:4;0.934;N
ITA;2014;1;VL2440;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:4;6.446;N
ITA;2014;6;VL0006;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:4;2.796;N
ITA;2014;1;VL0612;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:4;2.796;N
ITA;2014;7;VL1218;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:4;0.386;N
ITA;2014;8;VL1824;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:4;0.549;N
ITA;2014;1;VL2440;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:4;0.933;N
ITA;2014;1;VL0006;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:4;1.857;N
ITA;2015;2;VL0612;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1005:111:4;1.007;N
ITA;2015;3;VL1218;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:4;1.008;N
ITA;2015;1;VL1824;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:4;1.006;N
ITA;2015;4;VL2440;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:4;1.008;N
ITA;2015;1;VL0006;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:4;1;N
ITA;2015;5;VL0612;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:4;1;N
ITA;2016;1;VL1218;DFN;GTR;NK;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1005:111:4;29;N
