Sampling_type;Flag_country;Year;Trip_code;Harbour;Number_of_sets_hauls_on_trip;Days_at_sea;Sampling.method;Aggregation_level;Station_number;Duration_of_fishing_operation;Initial_latitude;Initial_longitude;Final_latitude;Final_longitude;Depth_of_fishing_operation;Water_depth;Catch_registration;Species_registration;Date;Area;Fishing_activity_category_National;Fishing_activity_category_European_lvl_6;Species;Catch_category;Weight;Subsample_weight;Sex;Maturity_method;Maturity_scale;Maturity_Stage;Ageing.method;Age;Length_code;Length_class;Number_at_length;Commercial_size_category_scale;Commercial_size_category;fish_ID;Individual_weight
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;10900;2180;M;Macr;Medits scale;1;OWR;NA;scm;100;7;ITA;3;NA;8.816642908
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;10900;2180;M;Macr;Medits scale;2a;OWR;NA;scm;100;4;ITA;3;NA;4.680497868
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;10900;2180;M;Macr;Medits scale;4b;OWR;NA;scm;100;1;ITA;3;NA;11.02500031
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;10900;2180;N;Macr;Medits scale;;OWR;NA;scm;105;11;ITA;3;NA;10.67443522
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;10900;2180;F;Macr;Medits scale;1;OWR;NA;scm;105;6;ITA;3;NA;12.28560319
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;10900;2180;M;Macr;Medits scale;1;OWR;NA;scm;105;4;ITA;3;NA;10.93952616
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;10900;2180;F;Macr;Medits scale;2a;OWR;NA;scm;105;1;ITA;3;NA;11.39982757
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;10900;2180;M;Macr;Medits scale;2a;OWR;NA;scm;105;18;ITA;3;NA;12.47604312
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;10900;2180;M;Macr;Medits scale;4b;OWR;NA;scm;105;5;ITA;3;NA;8.345696327
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;10900;2180;N;Macr;Medits scale;;OWR;NA;scm;110;10;ITA;3;NA;18.25255955
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;10900;2180;F;Macr;Medits scale;2a;OWR;NA;scm;110;5;ITA;3;NA;10.35267957
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;10900;2180;M;Macr;Medits scale;2a;OWR;NA;scm;110;9;ITA;3;NA;11.86670253
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;10900;2180;F;Macr;Medits scale;4b;OWR;NA;scm;110;3;ITA;3;NA;21.74469135
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;10900;2180;M;Macr;Medits scale;4b;OWR;NA;scm;110;3;ITA;3;NA;7.541488454
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;10900;2180;N;Macr;Medits scale;;OWR;NA;scm;115;5;ITA;3;NA;10.86292621
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;10900;2180;F;Macr;Medits scale;2a;OWR;NA;scm;115;4;ITA;3;NA;22.76407439
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;10900;2180;M;Macr;Medits scale;2a;OWR;NA;scm;115;9;ITA;3;NA;17.78321166
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;10900;2180;M;Macr;Medits scale;4b;OWR;NA;scm;115;6;ITA;3;NA;16.23248948
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;10900;2180;F;Macr;Medits scale;2a;OWR;NA;scm;120;1;ITA;3;NA;27.80422154
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;10900;2180;M;Macr;Medits scale;2b;OWR;NA;scm;120;5;ITA;3;NA;14.15582522
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;10900;2180;F;Macr;Medits scale;4b;OWR;NA;scm;120;1;ITA;3;NA;19.06064834
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;10900;2180;M;Macr;Medits scale;4b;OWR;NA;scm;120;1;ITA;3;NA;15.09459054
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;10900;2180;N;Macr;Medits scale;;OWR;NA;scm;125;2;ITA;3;NA;14.84579012
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;10900;2180;M;Macr;Medits scale;2b;OWR;NA;scm;125;7;ITA;3;NA;17.53737781
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;10900;2180;M;Macr;Medits scale;4b;OWR;NA;scm;125;4;ITA;3;NA;19.34402718
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;10900;2180;N;Macr;Medits scale;;OWR;NA;scm;130;1;ITA;3;NA;22.46464775
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;10900;2180;F;Macr;Medits scale;2b;OWR;NA;scm;130;1;ITA;3;NA;20.08922113
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;10900;2180;M;Macr;Medits scale;4b;OWR;NA;scm;130;3;ITA;3;NA;29.42684113
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;10900;2180;M;Macr;Medits scale;2b;OWR;NA;scm;140;1;ITA;3;NA;34.1911536
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Dis;12800;3200;I;Macr;Medits scale;0;OWR;NA;scm;70;1;ITA;S;NA;3.871269917
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Dis;12800;3200;I;Macr;Medits scale;0;OWR;NA;scm;75;2;ITA;S;NA;4.313113775
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Dis;12800;3200;I;Macr;Medits scale;0;OWR;NA;scm;80;10;ITA;S;NA;6.270375077
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Dis;12800;3200;I;Macr;Medits scale;0;OWR;NA;scm;85;30;ITA;S;NA;5.59256237
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Dis;12800;3200;N;Macr;Medits scale;;OWR;NA;scm;90;55;ITA;S;NA;7.875625963
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Dis;12800;3200;F;Macr;Medits scale;1;OWR;NA;scm;90;4;ITA;S;NA;5.632602865
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Dis;12800;3200;M;Macr;Medits scale;1;OWR;NA;scm;90;11;ITA;S;NA;6.583231722
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Dis;12800;3200;N;Macr;Medits scale;;OWR;NA;scm;95;106;ITA;S;NA;14.85752078
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Dis;12800;3200;F;Macr;Medits scale;1;OWR;NA;scm;95;1;ITA;S;NA;8.842313695
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Dis;12800;3200;M;Macr;Medits scale;1;OWR;NA;scm;95;14;ITA;S;NA;14.3676893
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Dis;12800;3200;N;Macr;Medits scale;;OWR;NA;scm;100;56;ITA;S;NA;11.74806972
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Dis;12800;3200;F;Macr;Medits scale;1;OWR;NA;scm;100;2;ITA;S;NA;11.56986032
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Dis;12800;3200;M;Macr;Medits scale;1;OWR;NA;scm;100;3;ITA;S;NA;11.37799385
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Dis;12800;3200;F;Macr;Medits scale;2a;OWR;NA;scm;100;2;ITA;S;NA;8.935559227
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Dis;12800;3200;M;Macr;Medits scale;2a;OWR;NA;scm;100;8;ITA;S;NA;11.36922706
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Dis;12800;3200;N;Macr;Medits scale;;OWR;NA;scm;105;31;ITA;S;NA;11.52588912
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Dis;12800;3200;F;Macr;Medits scale;2a;OWR;NA;scm;105;1;ITA;S;NA;8.387227039
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Dis;12800;3200;M;Macr;Medits scale;2a;OWR;NA;scm;105;13;ITA;S;NA;11.15406372
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Dis;12800;3200;F;Macr;Medits scale;2a;OWR;NA;scm;110;3;ITA;S;NA;11.64086235
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Dis;12800;3200;M;Macr;Medits scale;2a;OWR;NA;scm;110;1;ITA;S;NA;13.57806798
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Dis;12800;3200;F;Macr;Medits scale;2a;OWR;NA;scm;115;1;ITA;S;NA;14.4506738
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Dis;12800;3200;M;Macr;Medits scale;2a;OWR;NA;scm;115;2;ITA;S;NA;30.05658467
S;ITA;2016;151_18_2016;ITMOL;4;1;Observer;TRUE;999;864;41.3135;18.96883;41.337;18.98183;67;NA;All;All;13/10/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Dis;12800;3200;M;Macr;Medits scale;2b;OWR;NA;scm;115;1;ITA;S;NA;10.74383893
S;ITA;2016;152_18_2016;ITMOL;4;1;SelfSampling;TRUE;999;1080;40.87;18.89417;40.91417;18.86433;43;NA;Lan;All;06/12/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;3580;3580;F;Macr;Medits scale;2b;OWR;NA;scm;135;1;ITA;1;NA;30.66819358
S;ITA;2016;152_18_2016;ITMOL;4;1;SelfSampling;TRUE;999;1080;40.87;18.89417;40.91417;18.86433;43;NA;Lan;All;06/12/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;3580;3580;F;Macr;Medits scale;2b;OWR;NA;scm;140;6;ITA;1;NA;26.82236482
S;ITA;2016;152_18_2016;ITMOL;4;1;SelfSampling;TRUE;999;1080;40.87;18.89417;40.91417;18.86433;43;NA;Lan;All;06/12/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;3580;3580;M;Macr;Medits scale;2b;OWR;NA;scm;140;1;ITA;1;NA;40.20744379
S;ITA;2016;152_18_2016;ITMOL;4;1;SelfSampling;TRUE;999;1080;40.87;18.89417;40.91417;18.86433;43;NA;Lan;All;06/12/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;3580;3580;F;Macr;Medits scale;2b;OWR;NA;scm;145;11;ITA;1;NA;20.19096695
S;ITA;2016;152_18_2016;ITMOL;4;1;SelfSampling;TRUE;999;1080;40.87;18.89417;40.91417;18.86433;43;NA;Lan;All;06/12/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;3580;3580;M;Macr;Medits scale;2b;OWR;NA;scm;145;1;ITA;1;NA;45.63661551
S;ITA;2016;152_18_2016;ITMOL;4;1;SelfSampling;TRUE;999;1080;40.87;18.89417;40.91417;18.86433;43;NA;Lan;All;06/12/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;3580;3580;F;Macr;Medits scale;2b;OWR;NA;scm;150;13;ITA;1;NA;32.8749402
S;ITA;2016;152_18_2016;ITMOL;4;1;SelfSampling;TRUE;999;1080;40.87;18.89417;40.91417;18.86433;43;NA;Lan;All;06/12/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;3580;3580;M;Macr;Medits scale;2c;OWR;NA;scm;150;3;ITA;1;NA;35.66018037
S;ITA;2016;152_18_2016;ITMOL;4;1;SelfSampling;TRUE;999;1080;40.87;18.89417;40.91417;18.86433;43;NA;Lan;All;06/12/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;3580;3580;F;Macr;Medits scale;2b;OWR;NA;scm;155;14;ITA;1;NA;33.10620521
S;ITA;2016;152_18_2016;ITMOL;4;1;SelfSampling;TRUE;999;1080;40.87;18.89417;40.91417;18.86433;43;NA;Lan;All;06/12/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;3580;3580;M;Macr;Medits scale;2b;OWR;NA;scm;155;1;ITA;1;NA;65.32617883
S;ITA;2016;152_18_2016;ITMOL;4;1;SelfSampling;TRUE;999;1080;40.87;18.89417;40.91417;18.86433;43;NA;Lan;All;06/12/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;3580;3580;M;Macr;Medits scale;2c;OWR;NA;scm;155;1;ITA;1;NA;30.20322984
S;ITA;2016;152_18_2016;ITMOL;4;1;SelfSampling;TRUE;999;1080;40.87;18.89417;40.91417;18.86433;43;NA;Lan;All;06/12/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;3580;3580;F;Macr;Medits scale;2b;OWR;NA;scm;160;12;ITA;1;NA;39.48900313
S;ITA;2016;152_18_2016;ITMOL;4;1;SelfSampling;TRUE;999;1080;40.87;18.89417;40.91417;18.86433;43;NA;Lan;All;06/12/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;3580;3580;F;Macr;Medits scale;2b;OWR;NA;scm;165;2;ITA;1;NA;46.55917555
S;ITA;2016;152_18_2016;ITMOL;4;1;SelfSampling;TRUE;999;1080;40.87;18.89417;40.91417;18.86433;43;NA;Lan;All;06/12/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;3580;3580;M;Macr;Medits scale;2c;OWR;NA;scm;165;1;ITA;1;NA;60.99084526
S;ITA;2016;152_18_2016;ITMOL;4;1;SelfSampling;TRUE;999;1080;40.87;18.89417;40.91417;18.86433;43;NA;Lan;All;06/12/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;3580;3580;F;Macr;Medits scale;2b;OWR;NA;scm;170;2;ITA;1;NA;34.54776098
S;ITA;2016;152_18_2016;ITMOL;4;1;SelfSampling;TRUE;999;1080;40.87;18.89417;40.91417;18.86433;43;NA;Lan;All;06/12/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;3580;3580;F;Macr;Medits scale;2b;OWR;NA;scm;175;3;ITA;1;NA;41.95288601
S;ITA;2016;152_18_2016;ITMOL;4;1;SelfSampling;TRUE;999;1080;40.87;18.89417;40.91417;18.86433;43;NA;Lan;All;06/12/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;3580;3580;F;Macr;Medits scale;2b;OWR;NA;scm;180;2;ITA;1;NA;64.22308609
S;ITA;2016;152_18_2016;ITMOL;4;1;SelfSampling;TRUE;999;1080;40.87;18.89417;40.91417;18.86433;43;NA;Lan;All;06/12/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;3580;3580;F;Macr;Medits scale;2b;OWR;NA;scm;185;2;ITA;1;NA;66.21563321
S;ITA;2016;152_18_2016;ITMOL;4;1;SelfSampling;TRUE;999;1080;40.87;18.89417;40.91417;18.86433;43;NA;Lan;All;06/12/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;3580;3580;F;Macr;Medits scale;2b;OWR;NA;scm;190;1;ITA;1;NA;53.33298159
S;ITA;2016;152_18_2016;ITMOL;4;1;SelfSampling;TRUE;999;1080;40.87;18.89417;40.91417;18.86433;43;NA;Lan;All;06/12/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;3580;3580;F;Macr;Medits scale;2b;OWR;NA;scm;200;1;ITA;1;NA;105.9151326
S;ITA;2016;152_18_2016;ITMOL;4;1;SelfSampling;TRUE;999;1080;40.87;18.89417;40.91417;18.86433;43;NA;Lan;All;06/12/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;3580;3580;F;Macr;Medits scale;2b;OWR;5;scm;210;1;ITA;1;NA;90.88666319
S;ITA;2016;152_18_2016;ITMOL;4;1;SelfSampling;TRUE;999;1080;40.87;18.89417;40.91417;18.86433;43;NA;Lan;All;06/12/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;12400;6200;M;Macr;Medits scale;2a;OWR;NA;scm;95;2;ITA;2;NA;7.631707137
S;ITA;2016;152_18_2016;ITMOL;4;1;SelfSampling;TRUE;999;1080;40.87;18.89417;40.91417;18.86433;43;NA;Lan;All;06/12/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;12400;6200;N;Macr;Medits scale;;OWR;NA;scm;100;28;ITA;2;NA;17.2392856
S;ITA;2016;152_18_2016;ITMOL;4;1;SelfSampling;TRUE;999;1080;40.87;18.89417;40.91417;18.86433;43;NA;Lan;All;06/12/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;12400;6200;F;Macr;Medits scale;2a;OWR;NA;scm;100;4;ITA;2;NA;9.070507923
S;ITA;2016;152_18_2016;ITMOL;4;1;SelfSampling;TRUE;999;1080;40.87;18.89417;40.91417;18.86433;43;NA;Lan;All;06/12/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;12400;6200;M;Macr;Medits scale;2a;OWR;NA;scm;100;6;ITA;2;NA;25.19311084
S;ITA;2016;152_18_2016;ITMOL;4;1;SelfSampling;TRUE;999;1080;40.87;18.89417;40.91417;18.86433;43;NA;Lan;All;06/12/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;12400;6200;M;Macr;Medits scale;2c;OWR;NA;scm;100;6;ITA;2;NA;14.82352148
S;ITA;2016;152_18_2016;ITMOL;4;1;SelfSampling;TRUE;999;1080;40.87;18.89417;40.91417;18.86433;43;NA;Lan;All;06/12/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;12400;6200;N;Macr;Medits scale;;OWR;NA;scm;105;41;ITA;2;NA;14.60805441
S;ITA;2016;152_18_2016;ITMOL;4;1;SelfSampling;TRUE;999;1080;40.87;18.89417;40.91417;18.86433;43;NA;Lan;All;06/12/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;12400;6200;F;Macr;Medits scale;2a;OWR;NA;scm;105;6;ITA;2;NA;14.55219914
S;ITA;2016;152_18_2016;ITMOL;4;1;SelfSampling;TRUE;999;1080;40.87;18.89417;40.91417;18.86433;43;NA;Lan;All;06/12/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;12400;6200;M;Macr;Medits scale;2a;OWR;NA;scm;105;4;ITA;2;NA;9.170498156
S;ITA;2016;152_18_2016;ITMOL;4;1;SelfSampling;TRUE;999;1080;40.87;18.89417;40.91417;18.86433;43;NA;Lan;All;06/12/2016;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;12400;6200;M;Macr;Medits scale;2c;OWR;NA;scm;105;6;ITA;2;NA;12.60184516
